Date,RF,PNR,HSY,DFS,GE,OXY,PTC,CTVA,CRL,NDAQ,INCY,MLM,CB,GWW,DOW,UNH,REGN,PLD,F,AMZN,TMO,SEE,TYL,NOW,ED,ESS,VTR,SPG,AEP,CTAS,CAG,DRI,IFF,DGX,VTRS,MCK,LH,AMAT,UPS,SWKS,MCD,TECH,HRL,HBAN,TFC,LHX,CPRT,WFC,JCI,ANSS
2017-01-03,14.43,38.91,103.92,72.73,243.7,72.27,46.64,,76.53,66.68,102.32,223.33,131.71,234.45,57.6,161.45,379.7,52.8,12.45,753.67,143.67,46.5,144.77,75.66,73.63,229.25,62.13,182.62,62.76,116.32,39.76,72.06,117.17,92.45,39.11,147.43,129.07,31.94,115.08,75.15,119.62,102.61,35.29,13.32,46.94,102.72,27.86,56.0,42.43,93.35
2017-01-04,14.62,39.05,104.12,73.94,243.77,71.48,46.85,,79.32,67.72,102.84,226.36,131.52,236.33,58.06,161.91,383.11,53.74,13.02,757.18,145.16,47.21,146.61,78.83,73.56,231.03,62.61,184.08,62.85,117.31,39.09,72.09,117.39,93.07,39.63,148.58,130.1,32.24,115.11,74.99,119.48,104.98,35.86,13.48,47.3,103.28,28.23,56.05,42.49,94.44
2017-01-05,14.43,39.0,103.45,72.9,242.39,70.62,47.11,,80.56,67.64,104.81,226.52,130.63,232.26,57.8,162.18,380.92,53.76,12.63,780.45,145.38,47.38,148.02,79.13,73.72,232.76,63.17,184.4,63.19,116.28,38.95,72.33,116.1,92.69,39.16,146.5,129.11,32.1,115.17,74.57,119.7,103.17,36.16,13.26,46.69,103.41,28.2,55.18,41.94,94.71
2017-01-06,14.48,38.95,104.51,72.06,243.08,71.08,48.25,,80.83,68.46,108.31,219.84,131.33,231.5,57.44,162.41,358.68,54.11,12.62,795.99,147.27,47.18,147.79,82.1,73.94,233.74,63.05,186.83,63.14,116.7,38.74,71.55,116.02,92.02,38.5,146.92,129.34,32.04,115.4,74.96,120.76,103.72,36.34,13.29,47.0,104.55,28.34,55.04,42.79,93.95
2017-01-09,14.37,37.99,103.89,71.62,241.93,70.48,48.78,,80.6,67.77,118.53,219.36,130.51,230.35,57.79,161.95,355.06,53.7,12.49,796.92,147.49,47.07,149.32,82.0,72.76,230.73,63.45,185.91,62.31,115.48,38.44,71.56,115.56,92.43,38.95,146.84,130.73,32.78,114.77,75.65,120.43,103.24,35.58,13.32,46.69,102.14,28.27,54.24,42.6,94.29
2017-01-10,14.56,38.23,104.83,72.11,241.24,69.35,49.47,,81.3,67.2,119.3,220.56,130.46,230.72,57.67,161.58,373.0,52.47,12.71,795.9,147.78,47.8,150.11,81.67,72.64,230.1,61.16,184.19,62.12,114.78,38.29,72.25,115.48,93.0,38.95,146.82,132.06,33.13,113.92,77.31,120.25,104.01,34.92,13.33,46.62,101.71,28.36,54.62,43.61,94.19
2017-01-11,14.52,38.59,104.95,71.65,242.0,69.35,49.09,,80.0,67.72,115.29,221.95,130.36,235.95,58.26,161.89,364.47,52.25,12.53,799.02,146.22,48.31,151.91,83.9,73.03,226.87,61.42,181.99,63.18,115.32,38.64,72.89,116.3,93.27,37.28,143.2,134.94,33.47,114.18,78.41,120.88,101.66,35.07,13.44,46.73,101.79,28.66,54.8,44.08,93.7
2017-01-12,14.43,38.46,104.68,71.31,241.39,69.03,49.31,,80.74,67.4,117.55,219.92,129.79,236.19,58.29,162.36,364.44,52.69,12.45,813.64,145.97,48.28,152.13,83.46,73.62,228.43,61.48,183.09,63.29,114.4,38.51,73.81,115.26,93.12,36.77,144.68,134.65,33.31,113.91,76.75,122.1,102.01,35.4,13.32,46.3,101.79,28.42,54.5,43.79,93.89
2017-01-13,14.68,39.43,104.85,71.66,241.16,69.08,49.23,,80.54,67.71,117.75,220.67,130.25,237.02,57.8,161.8,368.16,52.3,12.49,817.14,146.29,48.03,151.35,83.53,73.6,228.0,61.6,184.01,63.23,114.56,38.51,73.37,116.66,92.7,36.73,147.18,134.33,33.79,114.24,78.33,121.5,101.39,35.53,13.47,46.48,101.76,28.7,55.31,43.66,94.03
2017-01-17,13.78,39.28,105.17,69.9,240.47,69.73,47.36,,79.79,66.99,113.64,219.86,130.99,240.68,57.33,160.66,363.24,52.53,12.47,809.72,145.05,48.25,151.21,81.41,74.6,229.58,62.03,185.33,63.81,113.67,38.61,72.88,116.81,92.26,37.07,148.43,133.99,33.3,114.07,76.89,122.75,99.06,36.35,12.95,45.52,100.18,28.27,53.78,43.11,93.5
2017-01-18,14.03,39.45,105.65,70.36,240.16,69.32,47.38,,80.02,67.25,115.09,225.36,131.97,244.61,57.71,157.74,362.95,52.85,12.27,807.48,144.66,48.6,150.98,82.85,74.43,227.9,62.22,186.57,63.46,113.97,38.72,73.16,117.83,92.96,37.19,149.74,134.39,33.69,114.96,79.27,122.71,99.0,36.17,13.15,46.16,100.85,28.33,54.27,43.09,93.57
2017-01-19,13.98,39.57,105.22,70.0,240.01,68.73,50.21,,80.07,67.06,117.53,225.76,131.27,244.17,57.09,158.7,363.41,52.76,12.29,809.04,144.32,48.12,149.15,82.7,73.49,226.67,61.3,182.92,62.7,113.74,38.69,72.59,117.51,91.53,36.95,147.29,132.74,33.75,114.27,78.46,122.18,98.0,36.23,13.01,45.25,99.99,28.26,54.58,42.87,93.49
2017-01-20,14.04,39.49,105.57,70.2,234.78,68.59,49.56,,79.86,67.36,117.22,227.75,131.41,246.47,57.38,158.66,362.56,52.57,12.22,808.33,143.51,48.27,148.82,83.4,73.08,228.54,61.9,184.53,62.91,113.88,39.13,73.44,118.13,91.0,37.07,150.28,132.4,33.84,114.96,88.67,122.26,98.02,36.27,13.12,45.38,100.19,28.48,55.07,42.9,93.3
2017-01-23,13.91,39.49,105.3,69.28,228.78,67.99,50.5,,79.42,67.32,117.42,227.36,131.43,245.83,57.14,159.07,354.36,52.83,12.17,817.88,142.79,48.51,147.33,83.25,72.96,231.11,61.93,185.0,62.71,113.84,38.89,73.0,117.37,91.07,36.03,149.32,132.54,33.75,114.46,90.17,121.38,97.9,36.19,13.06,45.36,100.71,28.19,54.25,43.24,93.51
2017-01-24,14.24,40.45,106.52,69.88,230.7,67.87,52.16,,79.28,67.95,118.3,234.5,131.97,249.09,59.64,160.43,347.96,51.83,12.47,822.44,140.98,49.25,147.48,83.97,72.79,226.71,61.99,184.14,62.78,115.51,39.21,73.67,119.54,91.34,35.81,148.31,133.04,34.03,116.05,92.27,121.05,97.95,36.54,13.25,45.92,102.07,28.69,54.7,43.95,94.48
2017-01-25,14.62,41.3,106.3,69.21,233.55,68.13,53.0,,79.86,68.34,120.91,242.0,133.07,253.11,60.21,161.24,348.93,51.79,12.65,836.52,142.43,49.18,148.17,86.36,72.74,225.85,61.27,182.4,62.53,116.75,39.22,73.57,119.82,91.88,36.48,151.1,135.09,34.42,116.99,91.87,121.79,98.97,36.52,14.02,46.94,101.12,28.8,56.62,44.19,94.95
2017-01-26,14.7,40.85,105.67,69.35,233.16,68.55,52.82,,78.84,68.83,120.64,241.62,133.06,256.34,61.42,162.75,340.75,50.94,12.23,839.15,143.1,49.23,147.63,89.48,73.02,225.38,60.97,182.09,62.64,117.39,38.95,73.55,119.7,92.89,36.1,138.55,133.83,33.98,116.93,91.01,121.88,98.92,36.16,14.01,47.18,101.23,28.54,57.18,44.3,94.85
2017-01-27,14.54,41.0,105.51,69.06,230.78,68.95,52.23,,79.05,68.36,121.72,239.78,133.3,256.39,61.31,162.99,346.5,49.25,12.35,835.77,145.45,49.2,149.27,90.09,73.12,225.41,61.08,179.51,62.97,117.29,38.99,73.56,119.85,92.72,36.66,136.74,133.63,35.04,118.09,92.01,122.86,99.86,36.12,13.78,46.93,102.53,28.51,56.59,43.73,93.95
2017-01-30,14.45,40.8,105.07,69.63,230.39,67.88,52.15,,78.38,68.18,118.23,235.31,131.71,254.66,60.15,162.09,344.5,48.74,12.23,830.38,143.29,48.58,147.48,90.12,73.26,223.24,61.43,177.74,63.21,116.2,39.02,73.82,119.0,90.54,36.34,137.11,132.5,34.34,117.03,92.99,123.02,99.12,36.27,13.62,46.44,102.38,28.46,56.08,43.77,93.48
2017-01-31,14.41,39.37,105.47,69.28,228.39,67.77,52.57,,80.8,70.54,121.21,229.6,131.49,252.57,59.63,162.1,359.29,48.85,12.22,823.48,152.39,48.5,146.02,90.62,74.35,224.3,61.67,183.77,64.06,116.11,39.09,73.28,117.21,91.92,38.05,139.15,134.21,34.25,109.13,91.74,122.57,101.75,36.3,13.53,46.15,102.71,28.37,56.33,43.98,93.26
2017-02-01,14.46,39.03,105.12,68.77,228.32,67.61,52.19,,81.92,70.75,124.27,230.5,128.48,253.68,60.3,162.71,364.17,48.44,12.18,832.35,152.94,48.9,146.32,89.7,73.33,221.72,60.64,181.53,63.09,114.85,38.94,72.18,116.54,92.55,38.66,140.03,136.37,35.03,105.35,91.74,122.42,102.16,35.62,13.5,45.91,101.83,27.98,55.91,42.5,93.24
2017-02-02,14.25,38.83,105.59,68.06,228.24,68.5,53.52,,81.86,70.67,120.92,228.59,130.77,252.07,59.86,160.76,360.56,49.06,12.14,839.95,151.67,49.78,145.0,88.86,74.47,226.34,61.72,182.96,63.78,115.22,39.24,71.63,116.84,92.48,39.0,139.0,136.49,34.94,105.1,91.11,123.22,101.58,35.97,13.24,45.77,104.98,27.83,55.75,42.3,93.85
2017-02-03,14.62,39.21,106.98,69.36,228.39,69.18,53.97,,82.43,70.34,120.34,230.91,131.28,251.6,60.21,161.87,358.26,50.21,12.42,810.2,151.43,49.67,145.55,89.47,74.2,223.08,61.65,185.33,64.03,116.11,39.37,71.82,117.98,93.31,39.21,138.84,137.69,35.31,106.95,91.56,124.24,102.8,36.14,13.61,46.57,104.3,28.27,57.27,42.66,95.17
2017-02-06,14.63,38.87,107.41,69.29,228.09,68.19,53.8,,81.99,69.74,119.68,230.58,131.43,253.45,60.02,160.51,362.0,49.39,12.38,807.64,152.08,49.57,146.78,90.5,74.3,223.17,61.99,182.07,63.82,114.96,39.23,72.33,117.47,92.78,39.98,139.82,129.86,35.18,106.06,91.39,124.45,100.9,35.87,13.53,46.39,105.13,28.26,56.55,42.3,95.05
2017-02-07,14.58,39.04,107.19,68.51,227.32,66.82,53.82,,82.58,69.36,118.18,226.62,130.75,253.39,59.79,160.53,357.69,48.73,12.2,812.5,153.01,49.5,147.17,90.66,74.51,223.96,61.81,179.06,63.93,114.79,39.54,71.85,116.75,92.62,39.39,139.93,130.6,35.54,105.69,91.78,124.59,101.18,36.25,13.48,46.35,105.34,28.41,56.34,41.23,95.26
2017-02-08,14.49,38.92,106.98,68.16,226.32,66.77,54.22,,82.49,68.88,122.73,226.25,130.83,254.42,59.73,160.31,353.25,49.37,12.24,819.71,153.5,50.22,145.99,90.09,75.25,228.07,62.25,180.62,63.8,114.35,39.52,73.44,117.92,93.05,39.19,140.94,131.49,35.6,106.16,91.69,124.67,99.86,36.48,13.4,45.75,104.91,28.59,55.63,41.01,95.23
2017-02-09,14.99,39.15,108.11,68.95,227.55,68.19,54.79,,83.6,69.1,122.96,225.32,131.88,253.0,60.26,160.44,360.0,49.42,12.24,821.36,154.74,47.14,160.66,92.3,74.39,226.55,61.8,181.99,63.42,115.36,39.73,75.07,117.74,93.77,39.3,139.71,133.83,35.41,106.46,92.47,124.48,103.55,36.92,13.55,46.37,104.49,28.91,56.73,41.31,96.32
2017-02-10,14.99,39.43,107.62,68.82,228.55,68.47,54.18,,83.34,69.77,121.7,230.32,132.76,255.06,61.19,160.75,359.87,50.11,12.37,827.46,154.89,47.83,157.74,92.46,74.75,228.38,61.77,182.1,63.95,116.72,39.84,76.28,117.91,93.56,39.31,139.57,135.01,35.32,107.34,92.21,125.82,103.25,37.13,13.62,46.59,105.74,29.09,56.86,41.85,96.86
2017-02-13,15.15,39.94,108.21,69.58,231.01,67.39,54.3,,82.47,70.7,121.15,231.39,133.81,254.34,61.56,161.99,375.66,49.97,12.42,836.53,156.35,46.99,155.82,91.74,74.35,226.71,62.8,181.67,63.79,116.99,39.76,76.08,120.03,93.96,39.78,140.49,134.93,35.46,108.5,92.63,125.54,103.91,37.25,13.81,46.94,107.01,29.35,57.08,41.75,97.17
2017-02-14,15.49,39.36,108.34,70.85,232.85,67.16,54.46,,88.95,70.78,123.32,226.41,133.99,253.75,61.72,163.13,376.52,49.92,12.51,836.39,157.28,47.12,155.58,92.89,73.69,226.02,61.64,180.94,63.27,117.02,39.79,76.24,117.9,94.61,40.75,145.2,135.88,35.23,108.99,91.8,125.81,104.52,37.59,14.12,47.83,107.94,29.3,57.98,41.49,98.36
2017-02-15,15.56,39.72,108.8,70.92,233.39,67.21,54.7,,88.72,71.25,120.94,222.0,134.46,253.17,61.1,164.29,384.0,49.41,12.49,842.7,158.26,47.62,155.65,93.97,73.7,225.43,61.68,178.54,63.29,118.41,39.94,75.74,119.16,95.39,42.44,149.52,136.37,35.49,109.02,92.13,126.48,105.2,37.87,14.22,48.22,107.32,29.64,58.55,41.62,99.46
2017-02-16,15.59,39.31,107.65,70.84,234.16,66.44,53.66,,88.41,71.34,120.18,221.53,135.73,254.8,61.41,163.65,373.02,50.12,12.4,844.14,157.71,47.91,153.74,91.85,74.29,227.88,62.57,179.18,63.7,119.51,39.93,75.8,124.03,95.3,42.0,149.42,139.13,35.18,107.22,92.43,126.7,105.01,37.24,14.17,47.96,108.65,29.91,58.12,41.68,100.43
2017-02-17,15.38,39.04,107.25,71.3,233.55,66.27,54.26,,88.5,71.51,120.49,217.55,136.19,254.96,61.26,157.62,371.18,50.19,12.44,845.07,158.64,47.76,154.05,92.74,73.5,228.1,62.16,181.09,64.11,118.61,39.61,76.73,122.37,95.64,42.05,150.25,139.59,35.67,106.9,96.35,127.8,105.24,37.26,14.13,47.92,109.46,29.5,58.09,41.91,100.27
2017-02-21,15.43,39.85,108.48,71.29,234.7,66.98,55.37,,88.4,71.37,122.36,219.98,136.73,258.16,61.22,160.57,371.61,50.75,12.55,856.44,158.63,47.94,156.48,93.18,74.52,230.97,62.8,185.16,64.76,118.44,40.2,76.7,121.62,95.87,42.3,150.89,139.64,36.58,107.72,96.57,128.04,105.41,37.6,14.19,47.95,111.02,30.15,58.25,42.63,101.62
2017-02-22,15.32,39.55,107.95,71.17,233.24,65.91,54.85,,87.93,71.24,121.36,218.94,137.76,257.43,63.67,160.57,370.22,50.34,12.53,855.61,158.02,47.72,155.14,92.98,75.01,229.5,62.72,184.7,65.31,118.8,40.48,75.42,122.63,95.6,42.0,149.05,139.02,36.51,105.62,96.71,127.85,105.71,37.3,14.19,48.11,110.44,29.23,58.36,42.17,101.08
2017-02-23,15.34,39.27,108.65,71.46,230.85,65.25,54.67,,87.81,71.45,121.95,208.68,139.01,249.94,63.37,162.6,360.96,50.56,12.42,852.19,158.73,47.89,154.35,92.65,75.91,231.58,63.5,184.99,66.01,118.43,40.5,75.46,125.14,95.61,42.33,148.97,140.27,36.16,105.09,95.31,128.27,106.34,35.29,14.18,48.49,109.84,29.7,58.49,41.49,104.15
2017-02-24,15.2,39.05,108.9,71.22,232.16,64.89,55.1,,88.05,71.45,131.21,210.05,138.41,250.24,63.55,163.06,361.01,51.08,12.33,845.24,158.98,47.26,156.48,91.82,76.61,232.35,64.98,184.29,67.15,119.07,41.16,75.46,125.0,97.31,42.16,150.85,142.89,36.3,106.18,94.7,128.65,106.59,34.66,14.18,48.07,111.1,29.5,57.81,41.82,104.5
2017-02-27,15.31,39.36,107.8,71.63,230.24,65.47,54.87,,89.54,71.15,134.02,215.26,137.61,250.47,62.91,165.38,373.05,51.61,12.52,848.64,158.48,46.69,155.63,87.75,76.47,234.32,65.41,186.33,66.7,119.11,40.89,74.53,124.81,97.47,42.44,151.45,142.82,36.43,106.73,95.63,126.99,107.44,34.65,14.21,48.14,111.37,29.76,58.06,42.24,107.25
2017-02-28,15.27,38.99,108.35,71.14,229.24,65.55,53.89,,86.97,71.11,133.1,215.95,138.17,247.96,62.26,165.38,373.5,51.05,12.39,845.04,157.68,46.48,151.65,86.92,77.04,234.7,65.05,184.4,66.97,118.01,41.21,74.68,125.7,97.44,41.85,150.13,142.26,36.22,105.76,94.81,127.65,106.32,35.25,14.14,48.18,109.9,29.57,57.88,41.94,106.76
2017-03-01,15.91,40.2,109.4,72.4,232.16,66.24,55.75,,87.48,72.18,133.22,222.27,140.38,252.11,63.46,167.94,379.05,50.99,12.55,853.08,159.82,47.12,152.85,88.89,76.18,232.62,64.21,182.52,66.12,119.63,41.21,74.89,127.1,98.4,44.87,148.97,142.74,36.85,106.87,96.74,129.05,108.2,35.27,14.66,49.66,110.91,30.0,59.73,42.68,108.36
2017-03-02,15.32,39.47,109.13,71.06,232.16,65.5,54.95,,87.59,71.25,132.8,219.02,138.4,248.21,63.35,167.31,375.86,51.05,12.52,848.91,159.2,46.71,152.23,86.34,77.19,231.74,64.9,181.14,66.5,118.54,41.07,75.47,126.13,98.27,45.28,150.16,141.93,36.49,105.95,94.76,128.23,106.75,35.2,14.29,48.52,110.3,30.06,58.71,42.27,106.06
2017-03-03,15.36,39.72,108.66,71.4,231.62,64.86,55.59,,88.04,71.09,136.91,217.69,138.65,249.87,63.26,168.2,378.66,51.14,12.51,849.88,160.16,46.3,152.87,86.47,76.67,230.55,63.66,179.4,66.52,118.41,41.15,75.11,125.13,98.52,45.18,152.53,142.29,36.87,105.93,94.92,127.9,107.3,35.37,14.4,48.6,110.46,30.25,58.89,42.06,106.3
2017-03-06,15.23,39.53,108.6,70.82,230.7,64.73,54.96,,87.5,71.36,134.38,214.68,137.69,252.31,63.51,168.7,381.93,50.59,12.38,846.61,157.71,45.29,152.38,86.26,76.64,231.42,62.71,178.8,66.35,118.61,41.25,74.68,124.39,98.37,44.04,150.24,142.43,36.86,106.1,95.45,128.03,107.08,35.0,14.31,48.19,109.9,30.32,58.61,41.76,105.54
2017-03-07,15.25,39.55,108.15,70.98,229.62,64.7,54.8,,88.12,70.93,133.39,209.93,137.41,250.59,63.15,168.3,372.52,50.55,12.32,846.02,157.26,44.41,153.33,87.06,76.64,233.7,62.67,177.29,66.24,118.27,40.75,74.51,123.89,98.17,43.33,147.24,142.09,36.97,105.64,95.05,128.07,106.7,34.85,14.24,47.89,109.73,30.32,58.3,41.47,105.77
2017-03-08,15.21,39.83,108.57,71.36,229.16,62.06,55.57,,88.88,70.73,136.0,210.85,136.96,250.15,63.28,167.91,381.37,49.93,12.39,850.5,157.5,44.08,153.82,87.29,75.51,230.61,61.11,174.69,65.15,118.36,40.31,75.18,124.28,97.92,43.47,147.83,142.11,37.19,105.73,96.69,128.09,106.94,34.65,14.18,47.96,110.03,30.29,58.21,41.14,105.99
2017-03-09,15.2,39.75,109.36,71.29,228.09,62.5,54.98,,89.01,71.08,138.02,208.16,137.41,244.02,63.54,168.01,390.14,49.3,12.36,853.0,157.78,44.85,154.34,87.83,75.13,225.93,60.07,169.32,64.84,117.87,40.57,75.22,123.66,98.2,43.23,149.47,143.13,37.38,105.9,97.14,128.14,107.14,34.55,14.21,48.04,109.99,30.23,58.7,40.82,105.93
2017-03-10,15.13,40.37,108.93,71.52,232.85,62.6,55.22,,89.54,70.96,149.24,212.81,137.81,245.16,63.84,169.98,388.23,49.4,12.39,852.46,159.33,45.21,155.6,88.03,75.98,224.25,60.5,168.17,65.4,119.03,40.91,74.16,125.33,98.78,43.4,147.67,143.94,38.12,106.73,98.18,127.98,108.08,35.07,14.19,47.67,110.62,30.28,58.85,41.23,106.47
2017-03-13,15.12,40.84,108.7,71.32,229.62,62.88,55.77,,89.16,70.78,151.03,214.93,137.54,246.35,64.11,170.21,388.88,49.29,12.4,854.59,159.04,45.04,156.49,88.64,76.28,224.04,59.73,168.69,65.81,119.13,41.02,74.45,126.6,98.79,42.98,148.05,144.24,38.44,107.49,99.04,127.61,107.24,34.94,14.21,47.64,110.79,30.3,58.7,41.24,106.83
2017-03-14,15.09,40.56,108.52,71.8,227.16,63.04,55.68,,89.5,70.71,150.96,211.67,137.33,244.53,63.68,169.06,391.1,49.36,12.41,852.53,158.34,45.5,155.27,87.47,76.42,225.11,59.36,167.23,65.79,118.45,41.24,74.61,126.22,98.66,42.77,147.11,143.09,38.27,106.83,98.79,127.8,106.83,34.7,14.08,47.49,110.56,30.2,58.76,40.89,106.28
2017-03-15,15.0,42.11,109.29,70.63,228.85,65.06,56.43,,91.4,70.82,152.66,214.02,138.26,247.44,64.44,171.78,397.8,50.7,12.51,852.97,161.05,45.9,157.11,88.41,77.64,232.13,60.2,170.0,66.68,119.46,41.5,75.83,128.1,99.74,42.83,148.26,144.27,38.92,107.74,99.11,127.88,107.5,35.43,13.93,46.98,111.75,30.54,58.71,41.93,107.06
2017-03-16,15.05,42.06,109.47,71.0,228.78,63.82,56.27,,89.39,71.16,148.44,210.37,137.73,245.08,63.86,171.3,392.59,50.7,12.56,853.42,158.02,45.88,156.37,88.8,76.32,232.96,60.46,169.4,66.01,119.24,41.48,75.4,128.94,98.72,42.49,148.83,144.18,39.05,107.8,98.11,127.98,104.51,34.99,13.92,47.27,111.65,30.64,59.32,41.77,107.22
2017-03-17,15.05,42.22,109.01,70.31,229.78,64.09,56.19,,90.0,70.88,147.96,211.95,138.1,243.97,64.03,169.7,380.29,50.98,12.34,852.31,157.89,46.06,156.35,88.71,76.68,233.15,60.51,168.02,66.47,124.87,41.42,76.66,132.1,99.06,42.03,147.93,143.75,39.28,108.15,97.93,128.64,104.81,34.92,13.73,46.79,112.31,30.75,58.67,41.97,107.29
2017-03-20,14.88,41.77,108.85,69.88,228.7,63.66,55.64,,89.19,70.77,148.52,211.11,137.14,242.02,64.5,168.0,382.02,51.51,12.14,856.97,156.74,46.2,156.25,88.11,76.09,233.11,60.53,168.11,66.13,124.31,40.82,76.86,135.4,99.17,42.17,147.17,143.64,39.57,107.12,98.19,128.78,103.97,34.95,13.52,46.19,112.55,30.9,57.63,42.27,107.53
2017-03-21,14.1,40.89,108.11,67.6,226.01,63.36,53.67,,88.12,69.74,140.73,209.09,136.08,240.06,63.08,167.7,370.98,50.41,11.59,843.2,155.54,45.36,154.51,83.93,77.34,233.6,60.77,168.96,66.98,123.78,40.79,76.6,135.1,98.43,41.67,146.0,142.47,38.58,106.51,95.52,128.52,102.29,34.48,12.7,43.96,110.9,30.38,55.85,41.38,106.42
2017-03-22,14.18,40.92,107.94,67.66,227.09,63.51,53.6,,88.45,69.7,141.28,212.54,136.65,240.0,62.79,167.03,369.14,50.31,11.64,848.06,155.33,45.41,155.06,85.04,78.11,235.31,62.45,165.4,67.44,124.37,40.48,77.0,136.89,98.57,41.7,146.31,142.3,38.82,106.52,96.74,129.1,102.55,34.69,12.78,44.05,110.99,30.61,55.33,41.81,106.64
2017-03-23,14.23,40.94,108.1,67.42,227.78,63.04,52.09,,87.81,69.73,138.97,213.49,136.66,240.63,63.83,165.29,365.02,50.86,11.54,847.38,154.65,45.46,154.21,84.4,77.89,236.77,63.21,167.56,67.45,125.95,40.35,76.64,135.07,98.27,41.6,145.82,141.5,38.85,105.65,96.5,129.0,103.5,34.72,13.02,44.28,111.42,30.7,55.25,41.5,106.58
2017-03-24,14.23,40.77,107.98,67.21,228.55,62.83,51.94,,88.11,69.85,139.64,207.24,136.06,239.53,63.08,165.0,373.0,51.03,11.49,845.61,154.04,44.67,154.48,84.81,78.41,236.65,63.83,167.95,67.79,125.13,40.47,76.71,133.19,98.7,40.96,145.63,142.0,38.97,105.05,97.3,129.34,103.82,34.52,13.11,44.37,110.89,30.66,55.83,41.22,105.7
2017-03-27,14.08,41.0,108.26,66.79,226.39,62.87,52.62,,88.45,69.01,139.89,207.04,136.66,237.37,64.02,164.6,383.68,49.87,11.33,846.82,154.59,43.55,154.13,84.87,78.55,233.46,64.08,166.15,67.69,125.12,40.14,75.58,132.56,98.64,41.71,148.5,142.53,38.86,104.78,97.19,129.49,101.02,34.15,13.02,44.13,110.79,31.04,55.39,41.36,105.65
2017-03-28,14.4,42.14,109.15,67.89,227.78,63.4,52.72,,89.36,69.14,139.48,209.92,138.0,239.19,65.0,165.35,382.55,50.3,11.52,856.0,154.64,43.83,154.58,86.0,78.53,233.0,64.69,168.05,67.84,126.2,40.2,82.62,131.55,98.84,41.72,149.88,142.91,38.82,106.19,97.93,129.45,100.01,34.34,13.22,44.86,111.69,31.2,55.96,41.74,106.19
2017-03-29,14.31,42.35,109.61,67.66,228.24,63.78,53.07,,89.43,68.67,139.28,214.27,136.5,237.75,64.42,163.44,394.14,50.64,11.55,874.32,153.98,43.49,154.99,87.61,78.18,232.0,64.66,169.86,67.39,126.44,40.59,82.57,131.96,98.22,40.35,151.35,143.19,38.87,106.03,97.23,128.84,99.96,34.58,13.22,44.43,111.13,31.15,55.67,42.25,106.55
2017-03-30,14.68,42.23,108.9,68.66,229.7,64.27,52.47,,89.62,69.39,137.77,211.56,137.05,233.86,64.18,164.99,386.18,51.18,11.55,876.34,153.91,43.3,153.59,86.94,77.74,232.57,64.5,170.04,67.16,126.98,40.28,82.83,132.37,98.37,39.59,149.48,143.98,38.89,106.66,98.14,129.32,101.04,34.21,13.59,45.19,111.79,31.04,56.24,42.14,106.77
2017-03-31,14.53,42.16,109.25,68.39,229.16,63.36,52.55,,89.95,69.45,133.67,218.25,136.25,232.76,63.54,164.01,387.51,51.88,11.51,886.54,153.6,43.58,154.56,87.47,77.66,231.53,65.04,172.03,67.13,126.54,40.34,83.67,132.53,98.19,38.99,148.26,143.47,38.9,107.3,97.98,129.61,101.65,34.63,13.39,44.66,111.27,30.96,55.66,42.12,106.87
2017-04-03,14.58,41.82,108.92,67.95,229.78,63.74,52.26,,89.47,68.91,138.52,214.43,136.27,231.2,63.06,165.59,383.19,52.24,11.31,891.51,154.58,43.59,153.53,86.22,77.83,230.87,65.1,174.06,67.15,124.75,40.35,83.21,131.59,98.01,39.01,146.17,144.55,38.89,106.4,97.72,129.61,100.87,34.51,13.35,44.68,110.27,30.4,55.49,41.17,106.79
2017-04-04,14.56,42.2,108.39,67.05,230.85,64.01,51.86,,88.1,68.63,141.55,216.01,137.34,230.8,63.2,164.97,382.92,52.5,11.24,906.83,152.72,43.04,152.58,85.29,77.96,230.97,64.19,170.56,67.29,124.84,40.22,83.98,131.45,97.62,38.7,145.77,143.51,39.0,106.63,99.35,129.29,100.33,34.39,13.31,44.5,110.11,29.98,55.2,41.3,105.57
2017-04-05,14.37,41.89,109.07,66.12,230.47,63.43,51.24,,87.52,69.09,138.43,214.98,136.78,231.73,63.52,165.37,377.36,52.67,11.13,909.28,152.76,43.07,152.58,85.66,78.53,231.37,64.58,170.29,67.83,123.77,40.4,82.88,131.77,97.89,38.82,144.75,143.55,38.38,106.74,98.89,130.41,99.28,34.46,13.07,43.94,109.05,29.84,54.98,40.98,105.17
2017-04-06,14.53,42.19,108.88,66.53,230.16,63.28,51.98,,87.75,69.13,135.5,218.21,137.59,229.81,63.61,165.34,379.48,53.06,11.14,898.28,152.95,43.06,154.84,86.19,78.33,232.23,64.71,169.8,67.62,123.21,40.48,83.38,133.04,97.86,38.96,144.84,144.02,38.58,106.67,99.42,130.15,100.74,34.38,13.2,44.27,109.49,30.0,55.37,41.18,106.14
2017-04-07,14.44,42.16,109.52,65.98,230.62,62.99,51.89,,87.49,69.22,140.11,221.41,137.47,229.27,63.19,166.02,380.55,53.58,11.1,894.88,153.11,42.9,153.81,86.02,77.82,233.42,64.87,169.81,67.32,122.56,40.49,82.84,132.25,97.85,39.6,143.91,143.39,38.93,104.99,101.82,129.96,100.71,34.25,13.12,44.03,110.17,29.84,54.84,40.99,105.59
