Date,RF,PNR,HSY,DFS,GE,OXY,PTC,CTVA,CRL,NDAQ,INCY,MLM,CB,GWW,DOW,UNH,REGN,PLD,F,AMZN,TMO,SEE,TYL,NOW,ED,ESS,VTR,SPG,AEP,CTAS,CAG,DRI,IFF,DGX,VTRS,MCK,LH,AMAT,UPS,SWKS,MCD,TECH,HRL,HBAN,TFC,LHX,CPRT,WFC,JCI,ANSS
2017-08-30,14.24,40.96,104.4,58.97,186.71,59.17,55.76,,106.8,75.08,138.27,213.8,141.16,159.64,64.9,195.88,487.12,62.46,10.82,967.59,182.95,44.31,170.2,114.27,84.08,266.35,68.13,157.02,73.75,133.77,32.74,82.88,136.22,107.26,30.59,146.7,153.84,45.47,114.97,103.94,159.53,120.64,30.86,12.67,46.26,122.34,31.88,51.36,39.14,127.91
2017-08-31,14.11,41.67,104.92,58.95,188.79,59.7,56.0,,108.8,75.38,137.41,211.99,141.42,162.57,66.65,198.9,496.9,63.36,10.91,980.6,187.14,44.38,172.8,116.19,84.27,265.97,68.44,156.85,73.63,135.01,32.46,82.09,136.85,108.35,31.48,149.31,156.87,45.12,114.36,105.36,159.97,123.78,30.74,12.59,46.05,122.9,32.69,51.07,39.59,128.82
2017-09-01,14.23,41.96,105.61,59.59,193.33,59.75,55.9,,108.22,75.37,138.03,211.56,140.49,163.79,,199.75,504.0,63.78,11.22,978.25,186.0,44.95,171.51,115.49,83.99,265.77,68.78,158.19,73.54,134.56,32.88,81.92,137.94,108.17,31.57,149.41,157.61,45.1,114.39,105.57,159.81,122.57,30.92,12.7,46.25,123.15,32.64,50.97,39.89,128.11
2017-09-05,13.64,41.35,104.66,58.44,190.4,60.72,55.93,,107.45,74.38,135.34,207.8,136.85,161.36,,199.31,494.36,63.51,11.23,965.27,186.02,44.23,170.56,116.15,84.37,266.09,68.93,156.88,74.09,133.29,33.69,81.19,139.26,107.42,31.59,147.82,157.0,44.48,113.92,106.93,159.1,121.15,30.7,12.38,45.34,122.89,32.49,50.1,40.0,128.49
2017-09-06,13.62,41.46,105.29,58.86,191.63,61.62,55.91,,107.86,74.19,135.86,209.11,137.71,163.94,,198.38,500.22,63.14,11.37,967.8,189.41,43.44,170.1,114.68,84.05,262.77,68.35,158.73,73.3,133.4,34.24,78.36,139.06,107.26,32.24,152.09,158.48,44.73,113.81,106.17,158.22,121.66,30.85,12.51,45.03,122.72,32.4,49.88,39.62,127.68
2017-09-07,13.17,41.39,107.8,58.09,184.71,61.86,55.61,,109.25,73.72,134.34,208.85,134.88,162.58,,198.17,471.92,63.71,11.27,979.47,190.59,43.75,169.87,117.78,84.74,266.05,69.03,160.8,73.83,133.14,34.38,77.05,140.56,107.29,31.91,155.84,158.04,45.22,114.67,106.43,159.9,120.62,31.25,12.18,43.62,122.45,32.13,49.68,39.21,128.46
2017-09-08,13.26,41.65,108.15,57.66,183.18,60.24,55.4,,108.18,74.35,129.46,212.0,140.85,164.97,,197.75,471.49,63.97,11.23,965.9,191.63,43.02,169.71,116.4,85.53,266.58,69.47,159.56,74.19,133.72,34.5,78.55,141.83,107.54,32.1,156.94,157.55,44.35,115.05,104.64,159.71,119.91,31.6,12.32,43.93,122.51,32.35,49.58,39.16,128.44
2017-09-11,13.52,42.74,109.65,58.19,182.41,60.41,56.05,,108.57,74.17,124.95,204.26,145.88,164.59,,199.58,445.11,65.13,11.28,977.96,193.57,43.61,171.15,117.67,86.05,269.39,69.38,160.32,74.55,135.0,34.75,79.74,143.14,108.23,33.04,159.24,159.21,45.58,116.2,107.19,161.53,121.55,31.68,12.54,44.64,123.27,32.6,50.66,39.4,129.81
2017-09-12,13.7,43.26,109.58,57.99,183.87,60.78,56.27,,109.26,75.03,123.15,205.15,147.01,166.29,,197.47,444.48,64.66,11.46,982.58,194.04,43.63,171.75,116.26,84.21,264.59,68.53,157.55,73.11,134.68,34.82,81.22,143.21,107.53,33.6,156.36,158.67,45.65,117.15,106.87,156.33,122.35,31.77,12.79,44.75,123.67,32.37,51.57,40.0,132.01
2017-09-13,13.74,43.34,109.42,59.29,185.41,61.55,56.05,,107.53,74.74,123.59,203.29,144.55,168.51,,198.33,437.74,64.01,11.49,999.6,191.47,43.43,169.58,116.05,83.76,261.18,68.39,160.43,72.59,135.25,34.73,83.62,143.14,106.89,33.56,157.68,155.21,46.12,117.06,106.8,157.0,122.83,31.33,12.9,44.67,123.29,32.8,51.46,39.9,131.51
2017-09-14,13.69,43.62,109.32,58.65,186.56,61.58,55.16,,106.31,74.7,119.76,199.44,142.79,169.29,,197.73,441.26,65.29,11.43,992.21,191.69,43.26,169.01,115.96,84.51,262.16,68.94,163.75,72.9,134.61,34.48,83.2,143.66,105.6,32.87,151.68,154.09,47.05,117.38,107.08,157.0,123.05,30.91,12.8,44.03,124.25,32.46,51.29,40.1,129.15
2017-09-15,13.75,43.38,110.5,59.43,184.02,61.35,54.65,,106.02,74.75,119.15,199.2,143.51,168.95,,198.18,433.45,65.2,11.49,986.79,190.63,43.45,169.83,116.11,84.44,261.99,69.36,164.77,73.03,134.15,35.01,83.86,143.78,104.96,32.03,149.88,153.6,47.14,117.9,109.55,156.92,121.58,31.38,12.76,44.1,126.87,32.52,51.66,39.81,121.82
2017-09-18,14.02,44.01,109.75,60.25,188.1,61.8,54.95,,107.29,75.09,118.4,202.4,143.57,171.02,,198.19,434.64,65.03,11.5,974.19,191.86,42.89,170.12,116.51,83.57,260.17,68.88,161.52,72.27,134.3,34.89,84.37,144.14,103.86,31.5,148.42,153.75,48.05,117.59,107.49,156.68,121.72,31.65,13.09,44.2,128.98,32.86,52.71,39.57,123.59
2017-09-19,14.15,44.72,109.41,60.49,186.1,61.86,55.44,,105.68,76.32,117.09,199.15,143.47,170.63,,194.65,431.38,64.75,11.59,969.86,189.62,41.72,170.5,116.68,83.41,257.41,68.2,159.73,71.98,134.75,34.17,83.31,144.62,101.86,30.98,148.37,152.85,48.26,116.97,107.93,157.43,121.9,31.73,13.25,44.61,130.91,32.54,53.36,39.04,123.44
2017-09-20,14.31,45.06,108.42,60.34,187.02,62.49,56.23,,105.8,76.74,114.87,202.15,143.88,175.18,,195.75,438.17,64.62,11.58,973.21,188.6,41.87,170.41,115.4,82.6,256.13,68.07,159.9,71.68,136.52,33.7,83.8,145.01,101.8,31.39,150.18,154.15,47.28,117.83,103.51,159.88,121.25,31.43,13.36,44.82,131.6,33.86,53.75,39.75,122.99
2017-09-21,14.43,44.84,107.55,60.5,190.33,62.75,56.23,,105.38,76.1,115.05,199.8,142.95,175.59,,195.21,433.45,64.36,11.59,964.65,187.91,42.44,170.61,115.02,82.43,255.27,67.52,159.58,71.45,137.45,33.42,83.06,143.77,101.55,31.24,152.57,153.89,47.15,117.26,102.13,159.03,121.21,31.19,13.4,45.2,131.06,33.8,54.06,39.98,120.82
2017-09-22,14.42,45.03,106.48,61.41,191.25,62.94,56.94,,105.51,76.42,110.85,198.69,142.59,176.61,,193.03,432.72,63.68,11.71,955.1,188.3,42.5,173.4,115.81,81.59,255.0,66.04,158.81,70.57,136.65,33.15,82.88,144.21,102.11,31.3,154.01,155.07,47.77,117.67,103.08,158.91,121.4,31.27,13.39,45.18,131.8,33.74,54.25,39.89,122.05
2017-09-25,14.48,44.98,106.83,61.91,193.1,64.58,56.22,,105.84,77.12,109.69,196.14,143.21,178.79,,191.75,438.15,64.02,11.81,939.79,187.32,42.17,171.97,111.84,82.24,255.57,66.62,160.48,71.04,136.87,33.47,83.14,144.89,94.57,31.48,154.51,150.32,46.33,118.22,99.59,156.26,121.55,31.53,13.38,45.29,130.75,34.03,54.03,40.12,120.74
2017-09-26,14.71,44.56,107.21,62.69,191.71,64.44,55.62,,105.43,76.37,109.15,196.55,141.61,180.99,,192.7,434.97,63.66,11.8,938.6,187.67,42.8,169.62,111.79,81.84,254.91,66.16,163.51,71.19,136.1,33.36,77.71,143.83,94.3,31.13,154.88,150.82,45.92,118.92,99.35,153.35,119.85,31.7,13.45,45.15,131.52,34.24,53.8,40.94,120.67
2017-09-27,15.05,45.01,108.22,64.06,187.41,65.19,56.02,,107.03,77.13,110.31,202.59,141.91,180.86,,194.49,435.43,62.91,11.82,950.87,188.47,42.54,172.26,115.5,80.62,251.42,65.11,160.11,70.31,144.01,33.34,79.15,141.02,93.09,31.93,155.95,149.47,48.84,118.62,101.6,154.05,121.21,31.33,13.75,46.04,131.36,34.61,54.21,40.45,120.94
2017-09-28,15.04,45.11,107.82,64.36,186.41,64.97,56.03,,106.93,77.63,113.14,205.0,142.19,180.08,,196.1,435.11,63.55,11.83,956.4,186.45,42.94,173.38,116.65,80.71,253.05,65.41,161.59,70.5,142.77,33.95,78.96,142.6,91.96,30.86,153.72,149.75,50.62,119.61,101.24,157.49,120.64,31.71,13.87,46.26,130.95,34.29,54.25,40.06,121.63
2017-09-29,15.23,45.64,109.17,64.48,185.94,64.21,56.28,,108.02,77.57,116.74,206.23,142.55,179.75,,195.85,447.12,63.46,11.84,961.35,189.2,42.72,174.32,117.53,80.68,254.03,65.13,161.01,70.24,144.28,33.74,78.78,142.91,93.64,31.37,153.61,150.97,52.09,120.09,101.9,156.68,120.89,32.14,13.96,46.9,131.68,34.37,55.15,40.29,122.73
2017-10-02,15.23,46.56,108.84,65.16,188.94,64.11,56.28,,108.93,77.79,115.19,204.99,145.49,182.22,,197.44,462.24,63.59,11.96,959.19,191.54,43.01,175.39,116.8,81.11,252.38,63.89,159.69,70.43,145.43,33.34,79.17,144.47,93.57,32.39,155.26,151.38,52.08,120.79,102.28,156.96,122.64,31.92,14.04,47.12,132.81,34.55,55.47,40.45,123.78
2017-10-03,15.17,46.76,107.66,65.74,190.71,63.98,56.64,,109.32,77.75,112.8,206.41,144.7,182.36,,198.63,455.63,63.69,12.2,957.1,190.33,43.74,175.06,117.83,80.9,253.69,63.68,159.04,70.29,147.38,33.41,80.11,145.91,92.89,32.53,153.99,150.92,51.84,119.71,102.61,156.86,122.23,31.78,13.9,46.84,133.31,34.65,55.58,40.47,124.65
2017-10-04,15.09,47.03,108.24,65.49,188.25,64.39,57.0,,109.58,77.57,113.83,205.97,144.75,180.9,,200.48,456.05,64.08,12.16,965.45,193.51,44.0,175.31,118.06,81.78,257.57,63.65,159.84,71.52,147.2,33.96,79.6,146.65,92.96,37.8,153.61,152.18,51.6,119.0,103.32,157.21,122.45,31.76,13.76,46.33,134.0,34.78,54.96,40.95,124.55
2017-10-05,15.27,46.72,108.92,65.97,188.71,64.35,57.75,,110.12,77.65,113.57,209.91,145.71,182.25,,197.9,463.4,64.57,12.11,980.85,193.43,44.09,176.5,119.38,81.77,257.07,63.31,161.26,71.49,148.01,34.1,79.72,147.25,92.44,37.92,153.72,151.68,51.43,118.2,103.84,158.8,122.69,31.67,13.96,47.58,134.79,35.18,55.39,41.2,125.24
2017-10-06,15.21,47.02,108.65,65.75,187.56,63.91,58.32,,109.9,73.9,114.7,205.95,146.15,180.07,,198.06,469.95,64.52,12.17,989.58,193.21,44.16,177.46,121.75,81.56,257.01,63.34,160.24,71.53,149.08,34.08,80.83,145.63,92.42,38.29,151.29,151.65,52.4,117.7,104.96,159.6,122.56,31.62,13.9,47.65,135.66,35.24,55.58,41.07,126.06
2017-10-09,15.01,47.01,107.89,65.38,180.18,64.0,58.58,,110.46,74.5,113.99,205.93,146.05,177.6,,196.3,469.56,64.83,12.2,990.99,193.26,44.32,178.25,121.33,81.49,257.6,63.31,160.76,71.74,149.6,33.46,79.74,146.38,91.06,38.25,148.14,149.27,52.69,117.15,104.74,160.12,121.17,31.25,13.85,47.44,135.88,35.39,55.14,40.6,126.11
2017-10-10,15.16,46.97,109.03,65.34,179.64,64.5,58.98,,111.8,74.56,114.77,205.14,147.28,173.91,,194.68,461.13,64.72,12.25,987.2,192.64,44.78,176.65,120.96,82.4,258.72,63.26,162.91,72.39,150.24,33.72,79.28,148.26,90.86,38.45,149.41,149.48,52.59,118.12,104.35,160.58,122.3,31.75,13.98,47.67,136.07,35.56,55.61,41.49,126.18
2017-10-11,15.04,46.97,109.52,64.84,177.41,64.39,59.33,,112.8,75.63,111.62,203.73,147.37,172.5,,195.26,452.97,64.5,12.24,995.0,193.46,44.01,177.53,120.68,82.84,258.3,63.05,165.08,72.76,150.67,33.79,79.34,147.73,91.45,38.29,149.94,149.28,53.23,118.92,105.47,163.15,123.44,31.72,13.85,47.31,136.0,35.84,55.66,41.35,127.14
2017-10-12,14.91,46.93,109.97,63.81,177.25,64.22,59.58,,112.59,74.91,112.73,205.98,146.58,177.55,,192.92,447.15,65.08,11.98,1000.93,193.39,44.14,178.94,121.97,83.53,261.1,63.08,164.54,73.34,151.51,34.59,79.21,147.59,91.52,37.76,150.67,150.26,53.31,119.57,105.04,163.91,123.93,31.8,13.79,46.81,136.62,36.11,55.21,41.39,129.24
2017-10-13,14.83,46.99,110.07,63.88,176.72,64.73,60.04,,112.92,74.34,114.31,204.57,148.84,181.05,,192.52,442.96,65.21,11.92,1002.94,192.42,44.55,179.51,122.29,83.08,261.82,63.36,166.31,73.16,151.94,34.33,79.42,148.18,91.06,37.95,147.17,149.6,53.94,118.36,106.66,165.37,121.65,31.85,13.7,46.66,136.56,36.32,53.69,41.69,129.94
2017-10-16,14.96,47.75,110.94,65.35,179.64,64.77,60.02,,114.07,74.11,116.6,205.54,150.32,182.36,,193.2,445.68,65.0,11.98,1006.34,191.28,44.65,179.58,121.4,82.85,261.02,63.14,165.33,73.12,151.22,34.5,80.2,149.78,91.53,38.18,146.61,149.67,55.04,118.34,106.98,165.01,122.54,31.52,13.92,46.99,135.9,36.27,53.8,41.75,131.31
2017-10-17,14.78,47.29,110.82,64.66,178.33,64.64,60.26,,114.23,74.71,115.64,203.48,150.08,205.42,,203.89,442.56,64.31,12.13,1009.13,188.77,44.27,175.62,122.75,83.56,261.38,63.2,167.1,73.2,151.05,34.21,81.56,148.58,92.18,38.54,146.41,149.73,55.13,117.68,107.35,165.4,123.34,31.51,13.81,46.48,136.09,36.39,53.19,41.2,129.69
2017-10-18,14.9,47.34,110.05,65.39,177.79,64.63,60.64,,114.7,74.6,115.14,203.35,151.11,208.81,,205.23,439.37,65.31,12.05,997.0,189.22,44.08,176.16,120.77,83.78,261.21,63.31,164.49,73.01,151.16,34.1,81.96,147.28,92.05,37.51,146.21,147.99,55.34,118.15,107.34,165.77,123.13,31.34,13.95,46.5,134.84,36.43,53.41,40.66,129.56
2017-10-19,14.97,47.48,109.35,65.66,181.33,64.84,60.12,,115.35,72.94,114.27,209.5,153.98,204.65,,203.25,440.94,64.55,12.09,986.61,192.44,44.16,176.24,120.81,84.84,259.94,63.02,165.52,73.83,150.95,33.76,81.97,148.12,93.23,38.29,149.96,151.32,55.33,119.42,103.32,166.5,123.46,30.62,13.98,46.7,135.61,36.41,53.75,41.24,129.89
2017-10-20,15.22,47.79,109.02,66.57,183.25,65.47,60.72,,115.17,72.92,114.19,216.16,154.0,207.81,,207.49,432.98,64.44,11.96,982.91,193.86,45.22,177.33,124.82,84.86,259.34,63.0,164.72,73.98,152.2,33.91,82.77,150.36,95.08,38.51,150.78,151.72,56.09,119.76,105.15,166.3,124.25,30.74,14.19,47.46,136.73,36.48,54.92,41.62,130.94
2017-10-23,15.12,47.56,109.12,66.84,171.64,65.05,60.76,,114.91,73.49,113.48,213.25,155.19,209.5,,207.01,432.76,64.46,11.91,966.3,194.37,44.86,177.78,123.99,85.1,259.64,62.5,165.44,73.92,151.49,34.21,82.35,150.16,95.2,38.47,148.3,151.77,56.37,119.68,104.77,163.34,123.88,30.43,14.11,47.37,136.82,36.15,54.91,41.61,131.22
2017-10-24,15.44,47.4,109.36,67.39,168.33,65.82,61.09,,114.81,73.45,114.04,216.59,154.4,198.35,,208.15,426.51,64.04,12.05,975.9,194.38,44.56,177.2,125.89,85.76,257.54,61.82,163.87,73.97,150.85,34.17,82.64,149.05,95.27,38.92,149.75,150.86,56.38,119.7,105.21,163.88,123.94,30.27,14.21,47.54,136.96,36.16,55.42,41.96,132.11
2017-10-25,15.57,47.64,108.6,65.15,165.34,65.35,60.09,,114.87,72.44,114.55,212.23,154.16,197.13,,207.56,421.93,64.03,11.91,972.91,199.67,44.58,170.51,124.62,85.33,257.63,61.5,163.68,73.58,150.16,33.93,81.81,149.2,94.21,39.02,151.38,152.71,55.3,118.55,104.57,163.58,124.44,30.32,13.88,47.74,136.56,35.75,55.25,41.2,132.85
2017-10-26,15.81,47.79,102.87,66.69,163.95,64.62,64.67,,118.09,72.29,115.56,216.92,154.75,201.18,,209.15,416.04,64.27,12.13,972.43,200.37,44.74,181.86,126.14,85.5,259.65,61.1,163.76,73.76,151.55,33.38,82.79,150.0,94.8,38.57,143.54,153.39,55.93,119.33,105.52,164.01,125.05,30.37,13.91,48.58,135.86,35.91,55.62,42.17,133.84
2017-10-27,15.72,47.09,104.08,66.78,159.88,65.05,66.43,,117.38,72.34,116.27,217.12,152.75,199.76,,212.6,409.22,64.69,11.93,1100.95,192.42,44.6,180.33,125.73,85.92,262.4,62.5,156.66,74.02,151.56,33.69,83.33,148.56,95.68,38.35,135.62,155.4,56.69,120.75,107.91,165.39,125.95,30.38,13.94,48.7,136.53,35.88,55.87,42.41,135.78
2017-10-30,15.6,47.07,104.73,66.51,156.95,64.96,66.16,,115.13,72.4,114.24,217.86,152.89,199.39,,209.39,406.52,64.08,11.96,1110.85,192.02,44.1,176.48,125.05,85.9,260.8,63.25,157.74,74.17,149.22,33.53,82.77,146.77,93.78,38.24,135.02,154.17,55.9,118.09,112.0,166.23,123.62,30.15,13.77,49.07,135.64,36.04,55.85,42.14,135.8
2017-10-31,15.48,47.32,106.18,66.53,155.03,64.57,66.45,,116.29,72.65,113.25,216.85,150.82,197.7,,210.22,402.62,64.58,12.13,1105.28,193.83,44.23,177.29,126.37,86.05,262.43,62.75,155.33,74.41,149.04,34.16,82.27,147.42,93.78,35.71,137.88,153.71,56.43,117.53,113.86,166.91,131.02,31.16,13.8,49.2,139.32,36.29,56.14,41.39,136.71
2017-11-01,15.56,46.51,106.73,66.9,153.95,65.46,65.81,,117.76,72.41,107.96,217.3,151.31,195.58,,209.53,397.0,65.0,12.21,1103.68,194.19,43.96,175.72,124.51,85.8,262.53,63.07,157.09,74.01,147.12,34.13,82.08,148.32,93.1,36.85,139.67,151.31,55.71,117.46,111.32,166.37,128.4,31.21,13.81,49.51,137.15,35.84,56.21,41.2,135.6
2017-11-02,15.71,46.96,106.59,66.93,153.34,67.9,66.45,,117.13,73.17,106.51,208.96,149.26,199.03,,211.1,397.45,65.94,12.28,1094.22,191.28,43.89,174.64,124.34,86.8,253.84,63.84,159.36,73.72,147.55,33.86,81.81,148.2,93.75,35.34,137.06,151.81,56.26,116.87,111.76,168.1,128.0,31.51,13.87,49.55,137.1,36.5,56.48,40.65,148.68
2017-11-03,15.81,46.58,105.92,67.44,154.88,68.26,66.25,,117.75,72.4,105.08,211.81,148.27,200.01,,212.87,408.41,66.27,12.22,1111.6,193.71,44.14,175.92,124.91,87.04,253.98,64.1,155.0,74.08,148.37,33.91,82.28,148.31,94.09,35.72,137.61,153.74,56.55,115.46,113.19,168.65,129.29,31.32,13.78,49.5,139.41,36.41,56.35,40.68,149.1
2017-11-06,15.88,46.66,104.38,67.02,154.8,68.82,65.5,,117.35,71.97,105.43,212.57,149.2,203.58,,212.12,406.63,66.54,12.19,1120.66,193.53,43.81,174.56,124.73,86.32,253.81,64.09,154.99,73.73,147.57,33.32,82.4,146.45,93.15,37.39,135.21,151.74,56.33,113.92,116.33,170.07,128.46,30.77,13.78,49.44,138.99,36.22,56.18,41.09,151.2
2017-11-07,15.47,46.29,105.97,66.44,155.42,68.75,65.13,,116.89,72.02,108.14,210.04,149.8,205.18,,212.7,404.39,66.53,12.02,1123.17,193.21,43.61,172.66,125.53,87.69,255.0,64.33,159.05,75.19,147.87,33.76,81.65,149.99,92.66,36.67,136.93,152.39,56.47,113.95,111.19,170.77,126.21,31.5,13.4,48.19,139.37,35.75,55.05,40.99,151.93
2017-11-08,15.36,46.45,107.75,66.09,154.72,68.17,65.04,,117.8,72.74,104.98,213.2,150.1,208.13,,210.77,415.17,66.72,11.93,1132.88,193.86,44.8,172.68,127.62,87.86,258.79,64.65,157.03,75.52,149.61,34.31,82.12,147.53,93.15,37.24,140.36,151.79,56.92,113.13,113.15,170.1,126.72,32.15,13.29,47.71,141.29,35.9,54.26,41.0,151.48
2017-11-09,15.28,45.78,107.77,65.47,153.72,68.7,64.66,,102.85,73.73,102.99,212.95,151.64,206.07,,211.56,406.21,66.48,11.91,1129.13,191.89,44.77,169.82,125.55,87.66,256.95,64.81,161.26,75.49,145.43,33.96,82.14,146.74,93.02,38.08,140.11,152.09,55.48,112.55,111.12,167.0,124.7,31.95,13.21,46.71,137.56,35.62,54.0,38.51,150.47
2017-11-10,15.17,45.7,108.6,64.76,157.57,68.17,64.79,,102.12,73.57,104.76,213.25,151.35,203.48,,211.07,404.54,66.22,11.88,1125.35,186.18,44.35,170.67,125.98,87.19,256.38,64.91,163.75,74.78,146.1,34.8,82.64,146.77,92.05,38.16,137.61,150.46,56.36,113.23,110.41,165.59,124.24,32.33,13.14,46.09,138.76,35.85,53.81,36.93,150.28
2017-11-13,15.44,45.84,108.18,65.0,146.26,67.93,64.58,,101.93,75.41,107.21,212.47,151.34,195.79,,212.66,393.62,67.07,12.02,1129.17,188.21,44.98,170.89,125.03,88.31,258.63,65.39,160.31,76.13,147.35,34.84,82.84,149.72,92.0,37.57,138.05,149.87,57.03,114.81,110.3,167.37,124.34,32.45,13.36,46.45,138.97,35.88,53.72,36.0,150.87
2017-11-14,15.69,45.68,109.86,64.21,137.65,67.32,64.28,,100.92,75.97,105.12,212.16,150.69,195.58,,211.71,384.8,67.19,11.89,1136.84,189.08,45.1,171.91,124.48,88.96,256.82,65.04,160.51,77.39,149.2,35.87,82.85,150.65,92.42,37.85,136.17,149.91,56.42,114.07,111.21,168.11,125.22,32.98,13.61,46.8,139.34,35.88,54.04,35.89,149.43
2017-11-15,15.8,45.31,107.42,65.27,140.42,66.67,63.92,,100.43,75.93,105.24,206.18,151.16,195.73,,209.86,386.3,65.59,11.87,1126.69,188.51,44.95,170.32,123.32,88.02,252.15,64.38,159.38,76.59,149.5,35.18,81.95,147.95,91.85,37.8,138.86,149.37,55.77,112.89,108.89,167.32,125.92,33.08,13.51,46.78,138.97,35.95,53.75,35.73,149.32
2017-11-16,15.7,45.82,109.7,64.82,140.34,67.17,65.2,,101.47,75.97,106.48,209.38,148.86,198.5,,211.13,394.69,67.05,11.91,1137.29,190.61,45.58,173.74,125.72,87.36,253.94,64.51,159.87,76.76,150.11,35.62,82.33,148.59,92.94,37.5,142.7,151.02,57.84,113.7,110.06,168.09,128.61,32.93,13.4,46.73,140.35,35.94,54.6,36.14,151.46
2017-11-17,15.8,45.96,109.1,65.06,140.04,68.4,65.12,,101.39,75.95,105.47,207.72,148.63,197.82,,209.9,391.59,66.3,11.88,1129.88,190.17,45.72,176.14,127.54,86.53,250.85,64.4,161.95,76.38,148.92,35.71,82.81,148.75,93.04,37.59,142.13,150.36,56.49,112.94,110.0,166.72,129.22,33.12,13.54,46.78,139.84,35.55,54.15,36.39,150.57
2017-11-20,15.86,46.44,110.1,65.82,138.27,67.81,65.37,,101.51,76.89,98.95,208.74,149.0,199.62,,210.25,385.22,66.44,11.99,1126.31,191.0,45.01,175.1,127.67,86.0,250.21,64.25,159.01,76.44,148.25,35.77,82.29,149.94,92.41,36.5,138.24,150.72,57.62,113.2,109.79,166.93,130.03,33.4,13.57,46.94,141.92,36.31,54.05,36.06,151.21
2017-11-21,15.66,46.57,108.51,65.64,137.11,67.88,65.03,,102.43,77.24,98.95,207.44,149.18,199.63,,212.6,384.44,67.4,11.98,1139.49,192.93,45.14,177.9,128.07,86.48,252.11,64.32,159.15,76.77,147.58,35.54,80.33,151.71,92.46,37.23,142.87,152.84,58.8,113.92,110.25,168.3,132.12,34.52,13.55,46.53,144.0,36.7,54.52,36.0,153.4
2017-11-22,15.56,46.68,108.12,65.5,139.57,68.23,65.1,,102.29,77.17,99.0,207.13,148.25,200.4,,211.22,387.54,66.89,11.94,1156.16,192.75,45.31,176.63,127.45,86.66,249.97,64.24,158.33,76.59,147.36,35.51,79.76,150.98,92.52,37.28,145.8,151.91,57.68,113.77,108.54,169.05,132.43,34.27,13.54,46.45,142.52,41.01,54.06,36.79,150.48
2017-11-24,15.57,46.44,107.45,65.4,139.88,68.42,65.77,,101.8,77.25,98.78,205.9,148.93,200.15,,212.51,384.85,67.06,11.96,1186.0,193.51,45.57,176.87,128.3,86.9,250.37,64.68,158.0,76.47,147.71,35.46,80.24,152.38,91.62,37.37,144.66,151.09,57.91,113.14,109.75,169.11,131.71,34.41,13.46,46.3,143.94,42.46,54.09,36.91,151.91
2017-11-27,15.52,46.41,108.37,65.34,139.34,68.08,65.46,,102.3,77.23,97.86,201.82,149.26,203.1,,212.4,374.53,66.87,11.97,1195.83,193.92,46.56,176.26,126.99,87.5,247.61,63.86,156.39,76.74,147.96,35.94,80.28,151.47,92.5,36.46,144.85,151.55,56.94,114.54,107.22,168.96,132.47,34.18,13.5,46.45,143.5,41.77,53.95,37.09,150.88
2017-11-28,16.0,46.55,109.84,67.63,141.57,68.96,65.69,,103.39,78.34,95.83,204.35,151.57,211.57,,216.14,366.0,66.69,12.07,1193.6,196.3,47.16,180.09,126.63,87.98,246.77,63.61,156.12,77.02,152.03,36.44,83.06,154.45,93.35,36.88,147.75,151.22,57.33,115.19,107.55,171.34,133.12,34.59,13.97,47.49,144.2,41.79,55.57,38.42,150.27
2017-11-29,16.57,46.55,110.5,69.01,142.11,69.9,62.26,,102.66,78.56,95.96,208.51,152.64,216.77,,222.88,358.63,66.13,12.42,1161.27,192.62,47.34,179.87,120.59,88.4,247.68,64.07,158.73,77.14,153.73,37.2,84.81,154.56,97.33,36.86,148.12,157.02,52.91,119.04,105.33,170.43,133.61,35.99,14.48,49.08,143.22,42.13,56.68,38.09,146.58
2017-11-30,16.59,47.79,110.93,70.6,140.65,70.5,63.68,,104.2,79.16,98.99,208.39,152.11,221.31,,228.17,361.86,66.23,12.38,1176.75,192.76,48.05,182.92,123.0,89.04,246.99,64.01,161.75,77.63,157.44,37.33,84.32,155.44,98.46,36.53,147.74,158.27,52.77,121.45,104.74,171.97,134.75,36.45,14.4,49.38,144.5,43.16,56.47,37.64,148.19
2017-12-01,16.65,47.13,111.01,71.12,137.5,70.24,62.64,,104.29,79.26,97.94,202.65,151.64,218.23,,226.78,373.47,66.19,12.44,1162.35,192.2,47.74,181.79,122.66,88.82,247.04,64.81,162.35,77.24,157.5,37.47,85.04,154.7,99.21,38.12,146.39,156.49,51.91,120.31,102.23,172.87,133.19,36.77,14.44,49.56,142.86,43.01,56.2,37.42,146.54
2017-12-04,16.95,46.44,112.82,73.44,138.04,70.06,61.61,,102.07,78.93,93.68,208.44,150.82,227.5,,221.42,378.37,65.94,12.49,1133.95,182.03,48.12,183.71,113.62,88.48,246.28,62.82,163.67,77.39,158.71,37.93,86.06,154.34,100.24,37.44,153.09,157.91,49.77,123.72,98.26,170.65,129.81,37.68,14.7,50.2,141.69,42.99,57.39,37.43,142.01
2017-12-05,16.87,46.03,112.76,73.18,136.57,70.0,61.53,,101.82,78.51,93.71,205.9,150.18,226.71,,220.09,372.34,64.44,12.29,1141.57,182.45,47.99,183.7,116.2,88.02,242.99,62.73,162.75,76.27,156.28,37.17,86.14,154.97,97.87,37.41,150.69,155.22,50.08,120.37,97.6,172.99,128.47,37.1,14.46,49.77,142.58,43.52,58.55,37.13,143.44
